Job No,Date,Client,Type Of Txn,Filmed By,Antenna,Location,Satellite,Txp,Sat Charges Paid,Sat Provider,Duration,Pricing,Engineer2,Comments,Guest / Reporter,Studio,Camera,Guest fee,Duration_in_minutes
147,08-Jan-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,,No Payment,15
148,08-Jan-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,,No Payment,15
149,08-Jan-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,,No Payment,15
150,08-Jan-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,,No Payment,15
151,09-Jan-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,15
152,09-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
153,09-Jan-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch Y,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),,No Payment,15
154,09-Jan-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,15
155,09-Jan-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:35,350,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,35
156,09-Jan-22,al mamlaka,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,250,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,15
157,09-Jan-22,bloomberg asharq,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,4(4thfloor),,Payment,15
158,09-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
159,09-Jan-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,11:00,"1,100.00",Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,660
160,09-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
161,09-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
162,09-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
163,09-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
164,09-Jan-22,mbc,sng,NO Cameraman,Sunny G365649,Assigned Location,E21B,Other Ch,Client,No Sat Provider,3:15,400,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,195
165,10-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
166,10-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
170,10-Jan-22,bloomberg asharq,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,20
171,10-Jan-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:35,350,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,35
173,10-Jan-22,al-awael,live studio transmission,Cameraman,VPS,NO Specific Location,E36B,Ch 1,Client,No Sat Provider,0:40,150,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,40
174,10-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
175,10-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
176,10-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
177,10-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
178,10-Jan-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,11:30,"1,150.00",Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,690
179,10-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
180,10-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
181,10-Jan-22,mbc,sng,NO Cameraman,Sunny G365649,Assigned Location,E21B,Other Ch,Client,No Sat Provider,3:15,400,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,195
182,11-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
183,11-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
184,11-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
185,11-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:20,335,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,20
186,11-Jan-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
188,11-Jan-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
189,11-Jan-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,15
191,11-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:30,475,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
192,11-Jan-22,bloomberg asharq,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,15
193,11-Jan-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:30,500,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,30
194,11-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
195,11-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
196,11-Jan-22,al mamlaka,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:20,300,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,20
197,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:25,40,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,25
198,11-Jan-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,11:45,"1,175.00",Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,705
199,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
200,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
201,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
202,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
203,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
204,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:35,56,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,35
205,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
206,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:35,56,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,35
207,11-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
208,11-Jan-22,mbc,sng,NO Cameraman,Dacia G175677,Assigned Location,E21B,Other Ch,Client,No Sat Provider,4:15,400,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,255
210,12-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
211,12-Jan-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
213,12-Jan-22,abu dhabi tv,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,275,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,10
215,12-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,No Engineer needed,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,15
216,12-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,15
219,12-Jan-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,265,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,5
221,12-Jan-22,bloomberg asharq,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:15,130,No Engineer needed,Comment,Guest / Reporter,4(4thfloor),,Payment,15
222,12-Jan-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:40,260,No Engineer needed,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,40
223,12-Jan-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,10
224,12-Jan-22,dw,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:40,530,No Engineer needed,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,40
225,12-Jan-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,10
226,12-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
227,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
228,12-Jan-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,11:30,"1,150.00",Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,690
229,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
230,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
231,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,24,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,15
232,12-Jan-22,shehab,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,1:15,133.75,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,75
233,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,20
234,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,20
235,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:25,40,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,25
236,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Other Txp,ISOL,Noorsat,0:15,24,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,15
237,12-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,20
238,13-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
239,13-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
241,13-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
242,13-Jan-22,abu dhabi tv,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,275,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
243,13-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
244,13-Jan-22,abu dhabi tv,live position transmission,Cameraman,VPS,NO Specific Location,HELLASAT,Other Txp,No Sat Charges,No Sat Provider,0:10,175,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,10
246,13-Jan-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
247,13-Jan-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
248,13-Jan-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
249,13-Jan-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
251,13-Jan-22,russian today,live position transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony HDV270,No Payment,15
252,13-Jan-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony HDV270,No Payment,15
254,13-Jan-22,bloomberg asharq,live position transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:20,180,No Engineer needed,No Comment,Guest / Reporter,underthebuilding,Sony HDV270,No Payment,20
255,13-Jan-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
256,13-Jan-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
257,13-Jan-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
258,13-Jan-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,No Payment,15
259,13-Jan-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:35,350,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,35
260,13-Jan-22,bloomberg asharq,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:15,130,No Engineer needed,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,15
261,13-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
262,13-Jan-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,11:30,"1,150.00",Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,690
263,13-Jan-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
